id,full_name,age,occupation,lga,ward,street,declared_income,property_value,business_owner,sector,compliance_score,created_at
7366,Tyler Reid,47,Cytogeneticist,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 5 Ward 5 Oshodi-Isolo,3773896.5,7616493.9,False,Finance,98.9,2021-09-06
7367,Rebecca Taylor,48,English as a second language teacher,Badagry,Ward 1 Badagry,Street 8 Ward 1 Badagry,5401437.0,11719017.73,True,Retail,57.74,2021-03-22
7368,Emily Moore,43,Field trials officer,Eti-Osa,Ward 5 Eti-Osa,Street 7 Ward 5 Eti-Osa,12765411.0,26355666.98,True,Finance,45.32,2026-02-20
7369,Jennifer Choi,47,"Engineer, land",Alimosho,Ward 1 Alimosho,Street 3 Ward 1 Alimosho,4596055.0,8470867.97,True,Real Estate,67.09,2021-02-18
7370,Ryan Johnson,27,IT technical support officer,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,4017807.0,6824077.1,False,Manufacturing,88.67,2025-09-01
7371,Mr. Christopher Campbell,58,Industrial buyer,Kosofe,Ward 5 Kosofe,Street 4 Ward 5 Kosofe,1203241.5,3733679.68,True,Transport,51.1,2024-04-23
7372,Victoria Rivera,63,"Engineer, broadcasting (operations)",Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,1794651.0,5344155.71,False,Tech,52.07,2023-02-11
7373,Mary Welch,60,Visual merchandiser,Agege,Ward 2 Agege,Street 5 Ward 2 Agege,2404266.0,8261761.51,True,Retail,52.99,2024-06-24
7374,Casey Wiley,70,Charity fundraiser,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,5153104.5,15333902.16,False,Retail,97.9,2021-04-26
7375,Lucas Wu,41,Equality and diversity officer,Alimosho,Ward 5 Alimosho,Street 10 Ward 5 Alimosho,258193.0,713168.08,True,Hospitality,61.76,2023-04-21
7376,Danielle Moyer,28,Plant breeder/geneticist,Somolu,Ward 5 Somolu,Street 9 Ward 5 Somolu,3427182.0,7336172.26,True,Tech,43.34,2020-12-11
7377,Patricia Sanchez,58,"Psychotherapist, dance movement",Yaba,Ward 3 Yaba,Street 4 Ward 3 Yaba,4826818.0,9273501.82,False,Hospitality,83.03,2023-04-15
7378,Claudia Sweeney,50,Pensions consultant,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,16978272.0,26419467.15,False,Finance,65.9,2026-03-17
7379,Heather Manning,49,"Horticulturist, amenity",Ajah,Ward 1 Ajah,Street 2 Ward 1 Ajah,2069476.5,5493818.42,False,Manufacturing,66.64,2022-01-20
7380,Rachel Cooper,50,"Teacher, English as a foreign language",Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,2124945.0,4455380.67,True,Finance,50.65,2024-11-09
7381,David Smith,39,Broadcast engineer,Mushin,Ward 4 Mushin,Street 7 Ward 4 Mushin,4011393.0,8970265.28,True,Retail,49.59,2025-10-03
7382,Steven Villegas,60,"Doctor, general practice",Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,4071515.0,10248354.84,True,Tech,69.69,2026-01-06
7383,Tammy Ramirez,57,Oceanographer,Alimosho,Ward 2 Alimosho,Street 10 Ward 2 Alimosho,3905207.0,7502240.22,True,Hospitality,40.72,2025-05-03
7384,Darryl Hawkins,68,Herpetologist,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,3753280.0,13475353.38,True,Tech,82.47,2023-06-06
7385,Rachel Williams,60,Technical sales engineer,Alimosho,Ward 2 Alimosho,Street 10 Ward 2 Alimosho,3609747.0,7882706.14,True,Manufacturing,71.78,2025-05-02
7386,Caitlin Vargas,59,Armed forces logistics/support/administrative officer,Apapa,Ward 5 Apapa,Street 5 Ward 5 Apapa,4097377.5,12203993.49,True,Hospitality,64.23,2025-07-31
7387,Karen Schmidt,28,Exhibition designer,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,5648547.0,17662340.67,True,Tech,93.37,2024-11-26
7388,Nicole Vaughan,29,Recycling officer,Yaba,Ward 2 Yaba,Street 3 Ward 2 Yaba,6620010.0,14026825.2,True,Transport,59.27,2020-09-06
7389,Darren Macias,38,Psychotherapist,Badagry,Ward 4 Badagry,Street 1 Ward 4 Badagry,3887865.0,14938699.67,True,Retail,75.89,2024-03-14
7390,Gregory Perez,22,Industrial buyer,Alimosho,Ward 3 Alimosho,Street 4 Ward 3 Alimosho,3805110.0,12150224.53,False,Retail,78.1,2022-03-16
7391,Cindy Miller,35,Outdoor activities/education manager,Eti-Osa,Ward 2 Eti-Osa,Street 1 Ward 2 Eti-Osa,6281133.0,12993181.46,True,Manufacturing,87.45,2025-05-15
7392,Shannon Rodriguez,70,Interior and spatial designer,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 6 Ward 4 Amuwo-Odofin,2177827.5,5289745.95,False,Transport,44.33,2022-09-13
7393,Jennifer Scott,62,"Scientist, research (maths)",Lekki,Ward 3 Lekki,Street 1 Ward 3 Lekki,9623592.0,15200626.6,True,Retail,93.07,2025-11-30
7394,Sandra Gonzales,21,Child psychotherapist,Ajah,Ward 5 Ajah,Street 3 Ward 5 Ajah,4572741.0,14055439.84,False,Tech,54.65,2025-06-06
7395,Beverly Garcia,68,Market researcher,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,5011726.0,15109712.39,False,Tech,98.08,2025-01-17
7396,Sean Soto,64,"Designer, blown glass/stained glass",Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,7608400.0,26676702.59,True,Hospitality,42.57,2023-02-16
7397,Derrick Sosa,24,Planning and development surveyor,Shomolu,Ward 2 Shomolu,Street 2 Ward 2 Shomolu,6699145.5,13159952.72,False,Hospitality,51.94,2024-09-14
7398,Jennifer Tran,47,Armed forces technical officer,Badagry,Ward 1 Badagry,Street 3 Ward 1 Badagry,4279635.0,16859121.62,False,Finance,89.79,2022-11-28
7399,Robert Wolfe,21,Product manager,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,6813861.0,15273499.81,False,Manufacturing,99.73,2025-06-01
7400,Nicole Anderson,43,TEFL teacher,Epe,Ward 5 Epe,Street 1 Ward 5 Epe,4899154.5,16844791.4,True,Transport,43.85,2020-12-07
7401,Melissa Bradford,34,Senior tax professional/tax inspector,Shomolu,Ward 3 Shomolu,Street 5 Ward 3 Shomolu,4558516.5,7237793.47,False,Transport,62.78,2021-10-03
7402,Elizabeth Avery,52,Purchasing manager,Mushin,Ward 5 Mushin,Street 8 Ward 5 Mushin,465891.0,721859.88,True,Real Estate,67.13,2020-12-15
7403,Angela Aguirre,54,Passenger transport manager,Lekki,Ward 2 Lekki,Street 2 Ward 2 Lekki,3805892.0,13601681.54,True,Transport,52.92,2020-06-07
7404,Elizabeth Evans,58,Passenger transport manager,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 4 Ward 3 Amuwo-Odofin,865743.0,2137757.37,True,Manufacturing,43.78,2023-03-08
7405,Sherry Payne,40,Database administrator,Somolu,Ward 1 Somolu,Street 4 Ward 1 Somolu,3896638.5,12837556.69,True,Finance,80.72,2025-06-27
7406,Melissa Williams,66,Bookseller,Badagry,Ward 1 Badagry,Street 9 Ward 1 Badagry,6743616.0,11538495.59,False,Transport,63.52,2022-10-04
7407,Tammy Morgan,33,Press sub,Mushin,Ward 3 Mushin,Street 4 Ward 3 Mushin,7437468.0,18855001.93,True,Retail,67.67,2024-11-03
7408,Jennifer Watson,38,Television/film/video producer,Somolu,Ward 1 Somolu,Street 9 Ward 1 Somolu,1323927.0,3128255.04,False,Retail,86.33,2021-10-03
7409,Jon Herrera,36,"Surveyor, building",Ajah,Ward 1 Ajah,Street 8 Ward 1 Ajah,2025381.0,3868630.08,False,Manufacturing,58.54,2024-08-21
7410,Dana Castillo,45,Arts administrator,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,3372178.5,10145017.87,False,Real Estate,60.06,2021-08-31
7411,Erica Brown,29,Structural engineer,Victoria Island,Ward 1 Victoria Island,Street 1 Ward 1 Victoria Island,9406072.0,35182917.5,False,Hospitality,82.45,2021-04-18
7412,Jacqueline Chavez,41,Geophysical data processor,Agege,Ward 1 Agege,Street 2 Ward 1 Agege,207387.0,526330.91,True,Tech,61.59,2020-08-13
7413,Sarah Terry,38,Private music teacher,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,3353215.5,12738745.4,True,Transport,54.55,2025-11-25
7414,Andrew Marsh,23,Health and safety adviser,Lekki,Ward 2 Lekki,Street 6 Ward 2 Lekki,6079284.0,13566449.49,True,Retail,50.48,2022-02-21
7415,Maria Wells,24,Financial trader,Ajah,Ward 5 Ajah,Street 5 Ward 5 Ajah,4609714.5,17128639.23,True,Retail,41.9,2025-04-28
7416,Faith Robinson,60,Quarry manager,Kosofe,Ward 1 Kosofe,Street 5 Ward 1 Kosofe,6990201.0,26964503.6,False,Hospitality,85.29,2023-10-28
7417,Nicholas Kelley,33,"Civil engineer, consulting",Victoria Island,Ward 3 Victoria Island,Street 10 Ward 3 Victoria Island,5021960.0,15471906.75,False,Tech,42.58,2024-08-05
7418,Vanessa Kane,32,Electrical engineer,Lekki,Ward 5 Lekki,Street 7 Ward 5 Lekki,6726144.0,18075789.51,False,Retail,44.08,2022-07-23
7419,Kelsey Wilcox,51,Educational psychologist,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,6118386.0,18173590.47,False,Finance,88.84,2020-08-11
7420,Suzanne Armstrong,40,Ceramics designer,Mushin,Ward 5 Mushin,Street 1 Ward 5 Mushin,3448120.5,10063247.91,True,Transport,49.16,2024-01-08
7421,Andrew Atkins,32,Curator,Lekki,Ward 2 Lekki,Street 9 Ward 2 Lekki,18683840.0,50998829.33,True,Manufacturing,93.83,2020-07-15
7422,Angel Morales,28,Museum/gallery curator,Kosofe,Ward 1 Kosofe,Street 7 Ward 1 Kosofe,1334329.5,4774433.34,True,Transport,97.35,2020-10-27
7423,Mark Jackson,56,Engineering geologist,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,417958.5,1398565.54,True,Tech,53.51,2022-04-12
7424,James Hendrix,38,Estate agent,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,8632018.0,15490249.67,False,Manufacturing,73.18,2025-10-28
7425,Jason Johnson,30,Product manager,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,2598757.0,8246040.34,False,Transport,53.97,2021-08-26
7426,Todd Hill,46,"Production assistant, radio",Yaba,Ward 4 Yaba,Street 10 Ward 4 Yaba,2526596.0,6360309.08,False,Finance,99.8,2024-05-21
7427,Joseph Baker,30,"Librarian, public",Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,6236066.0,15703734.17,True,Real Estate,57.4,2022-11-14
7428,Elizabeth Ward,44,"Engineer, maintenance (IT)",Victoria Island,Ward 3 Victoria Island,Street 9 Ward 3 Victoria Island,17649336.0,38958197.29,True,Tech,49.25,2023-09-04
7429,Roy Norton,65,Translator,Apapa,Ward 1 Apapa,Street 1 Ward 1 Apapa,4370038.5,10682425.04,False,Finance,66.5,2022-10-07
7430,Shannon Smith,36,Adult nurse,Lekki,Ward 3 Lekki,Street 8 Ward 3 Lekki,11402444.0,27449223.5,True,Retail,57.59,2024-03-15
7431,Angela Vance,30,"Therapist, drama",Ikeja,Ward 5 Ikeja,Street 3 Ward 5 Ikeja,7854905.0,14509465.36,True,Transport,71.1,2025-12-09
7432,Ashlee Lutz,28,English as a foreign language teacher,Eti-Osa,Ward 3 Eti-Osa,Street 1 Ward 3 Eti-Osa,3915750.0,15287094.82,False,Manufacturing,64.61,2022-01-20
7433,Rodney Williams,32,Acupuncturist,Somolu,Ward 3 Somolu,Street 3 Ward 3 Somolu,1248624.0,3618315.77,False,Transport,40.79,2025-02-23
7434,Peter Lamb,58,Chartered public finance accountant,Lekki,Ward 5 Lekki,Street 10 Ward 5 Lekki,18985456.0,54758475.3,False,Hospitality,73.34,2020-04-21
7435,Amy Bush,30,"Lecturer, further education",Somolu,Ward 4 Somolu,Street 4 Ward 4 Somolu,2288811.0,6073748.86,True,Manufacturing,79.33,2026-03-08
7436,Angelica Walsh,43,Accommodation manager,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 9 Ward 5 Ifako-Ijaiye,6377535.0,21038883.44,False,Hospitality,63.9,2022-08-12
7437,Robert Alexander,32,General practice doctor,Kosofe,Ward 4 Kosofe,Street 1 Ward 4 Kosofe,3604360.5,10112795.92,False,Manufacturing,56.53,2022-06-17
7438,Lori Thomas,54,Broadcast presenter,Mushin,Ward 2 Mushin,Street 2 Ward 2 Mushin,5783994.0,11944149.34,False,Finance,43.94,2022-07-25
7439,Matthew Schneider,29,"Production assistant, radio",Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,1109274.0,2892868.16,True,Finance,95.06,2020-01-03
7440,Tony Anderson,40,"Geologist, wellsite",Ajah,Ward 1 Ajah,Street 4 Ward 1 Ajah,1450890.0,5599594.69,False,Transport,81.65,2022-09-27
7441,Thomas Gray,29,Legal executive,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,420178.5,1304752.78,True,Retail,47.6,2023-02-08
7442,Kayla Harrison,43,"Lecturer, further education",Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 2 Ward 1 Ifako-Ijaiye,5455704.0,10661281.65,True,Transport,83.71,2024-10-04
7443,Matthew Miller,51,Human resources officer,Yaba,Ward 4 Yaba,Street 6 Ward 4 Yaba,8924098.0,29180436.56,True,Transport,44.82,2024-11-13
7444,Crystal Steele,38,Broadcast journalist,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,3305520.0,6841419.97,True,Retail,51.28,2020-10-05
7445,Toni Walls,32,Sub,Lekki,Ward 5 Lekki,Street 6 Ward 5 Lekki,11230948.0,28213425.95,True,Manufacturing,52.26,2023-07-09
7446,Maria Thompson,56,Hydrographic surveyor,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,5359976.0,10545739.59,True,Real Estate,53.56,2025-06-21
7447,Gina Morris,69,"Psychologist, occupational",Agege,Ward 1 Agege,Street 2 Ward 1 Agege,4528113.0,8537716.61,False,Hospitality,63.84,2024-10-30
7448,Jeffery Lewis,64,Animal nutritionist,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 4 Ward 4 Amuwo-Odofin,3354439.5,13173930.48,True,Finance,50.44,2020-02-22
7449,James Lewis,30,Comptroller,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,2580215.0,6348048.12,True,Finance,70.72,2023-06-28
7450,Joseph Glover,36,Private music teacher,Mushin,Ward 2 Mushin,Street 8 Ward 2 Mushin,4968754.5,13128746.17,False,Tech,65.17,2024-10-29
7451,Derek Meyers,38,Broadcast journalist,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,1994040.0,4419458.83,False,Retail,78.86,2024-04-22
7452,Jennifer Bright,45,Science writer,Victoria Island,Ward 5 Victoria Island,Street 9 Ward 5 Victoria Island,15165580.0,35801972.67,True,Hospitality,61.39,2023-03-25
7453,Kayla Tucker,21,Broadcast presenter,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,415176.0,1507985.02,True,Manufacturing,77.82,2020-07-06
7454,Eric Mitchell,49,"Clinical scientist, histocompatibility and immunogenetics",Epe,Ward 1 Epe,Street 4 Ward 1 Epe,4028760.0,7663097.28,False,Hospitality,52.43,2021-02-21
7455,Peter Thompson,43,Environmental manager,Lekki,Ward 2 Lekki,Street 6 Ward 2 Lekki,2999472.0,9304412.73,True,Manufacturing,75.73,2021-07-23
7456,Traci Garner,43,"Psychotherapist, dance movement",Eti-Osa,Ward 1 Eti-Osa,Street 4 Ward 1 Eti-Osa,6528471.0,10496348.68,True,Hospitality,52.2,2020-09-24
7457,Troy Rollins,38,"Loss adjuster, chartered",Mushin,Ward 5 Mushin,Street 3 Ward 5 Mushin,1471779.0,3172143.07,True,Hospitality,67.27,2025-08-11
7458,Aaron Best,55,Clinical research associate,Eti-Osa,Ward 3 Eti-Osa,Street 3 Ward 3 Eti-Osa,11745621.0,41082746.16,False,Hospitality,69.07,2024-04-15
7459,Hannah Anderson,52,"Surveyor, minerals",Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,6182415.0,23830734.25,False,Tech,79.07,2024-10-31
7460,Jennifer Davis,32,Tourist information centre manager,Mushin,Ward 3 Mushin,Street 8 Ward 3 Mushin,2171851.5,3981836.16,False,Hospitality,59.39,2022-12-22
7461,Amber Grant,63,Chartered management accountant,Eti-Osa,Ward 4 Eti-Osa,Street 2 Ward 4 Eti-Osa,9745026.0,14955403.69,True,Tech,89.44,2022-02-18
7462,Richard Pratt,35,"Engineer, agricultural",Ikorodu,Ward 2 Ikorodu,Street 5 Ward 2 Ikorodu,676602.0,2135614.38,False,Finance,79.75,2022-02-05
7463,Courtney Kelley,25,Network engineer,Ikeja,Ward 2 Ikeja,Street 9 Ward 2 Ikeja,4736660.0,13054370.55,True,Manufacturing,60.07,2025-06-09
7464,Maria Wagner,69,Astronomer,Ikorodu,Ward 5 Ikorodu,Street 2 Ward 5 Ikorodu,1494977.0,3549065.12,True,Hospitality,97.73,2024-09-09
7465,David Henson,37,Control and instrumentation engineer,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,1357100.0,5256518.1,True,Retail,52.73,2025-10-02
7466,Jaclyn Wright,24,"Surveyor, commercial/residential",Surulere,Ward 2 Surulere,Street 8 Ward 2 Surulere,8276888.0,32187462.9,False,Finance,77.77,2023-12-20
7467,Tanya Ramirez,62,Bookseller,Yaba,Ward 4 Yaba,Street 6 Ward 4 Yaba,5585546.0,16795569.95,True,Manufacturing,86.26,2022-09-16
7468,Rebekah Garcia,28,"Conservation officer, historic buildings",Apapa,Ward 1 Apapa,Street 6 Ward 1 Apapa,5204704.5,9192633.15,True,Transport,48.9,2021-01-13
7469,Denise Ayala,45,Clinical molecular geneticist,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 2 Ward 5 Ifako-Ijaiye,2976583.5,10386046.52,True,Finance,85.81,2026-01-02
7470,Scott Daniels,38,Chartered public finance accountant,Eti-Osa,Ward 1 Eti-Osa,Street 4 Ward 1 Eti-Osa,14818236.0,49001201.79,False,Hospitality,50.74,2023-11-25
7471,Bruce Newman,26,Energy manager,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 7 Ward 3 Ifako-Ijaiye,2661987.0,4071991.48,False,Tech,92.98,2022-02-03
7472,Kristin Taylor,33,Advertising account executive,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,5604400.5,19907002.8,False,Tech,90.77,2022-05-21
7473,Lee Williamson Jr.,22,Health and safety adviser,Victoria Island,Ward 2 Victoria Island,Street 4 Ward 2 Victoria Island,11333884.0,19535463.25,True,Manufacturing,69.52,2020-03-06
7474,Deborah Harris,35,Graphic designer,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,1327404.0,4415784.15,True,Hospitality,61.09,2021-03-18
7475,Robert Brown,45,Education administrator,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 10 Ward 2 Amuwo-Odofin,3353937.0,9945428.81,True,Transport,70.91,2024-03-30
7476,Kathleen Houston,33,"Administrator, charities/voluntary organisations",Kosofe,Ward 1 Kosofe,Street 9 Ward 1 Kosofe,4999510.5,8889619.79,False,Manufacturing,73.46,2025-12-30
7477,Mark Lopez,51,"Designer, fashion/clothing",Epe,Ward 3 Epe,Street 4 Ward 3 Epe,6139311.0,22942944.39,False,Real Estate,65.7,2025-07-13
7478,Kevin Brown,26,Museum/gallery curator,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,1850358.0,5127994.03,False,Manufacturing,79.98,2022-10-18
7479,Anthony Moore,53,Horticultural therapist,Eti-Osa,Ward 5 Eti-Osa,Street 2 Ward 5 Eti-Osa,8507223.0,32689876.14,False,Real Estate,45.62,2023-09-25
7480,David Miller,65,Maintenance engineer,Lekki,Ward 5 Lekki,Street 7 Ward 5 Lekki,3924480.0,12169846.11,True,Retail,97.67,2024-04-01
7481,Dr. Isabella Martinez MD,59,"Librarian, academic",Victoria Island,Ward 2 Victoria Island,Street 1 Ward 2 Victoria Island,17081800.0,43098082.6,True,Retail,60.33,2026-03-01
7482,Kristen Alvarado,61,Publishing copy,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,1207552.5,4377987.69,False,Hospitality,50.88,2023-01-13
7483,Thomas Delgado,61,Curator,Somolu,Ward 4 Somolu,Street 6 Ward 4 Somolu,2801190.0,8750663.69,False,Finance,99.08,2023-09-18
7484,Victor Arellano Jr.,64,Recruitment consultant,Victoria Island,Ward 4 Victoria Island,Street 10 Ward 4 Victoria Island,10038300.0,37821433.13,False,Finance,71.88,2026-01-20
7485,Casey Richardson,30,Dance movement psychotherapist,Badagry,Ward 5 Badagry,Street 5 Ward 5 Badagry,6691212.0,18958476.69,False,Retail,85.92,2024-04-08
7486,Frederick Fisher,57,Chartered legal executive (England and Wales),Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,3295743.0,9359070.62,True,Retail,90.51,2020-04-06
7487,Raymond Wood,47,Occupational hygienist,Lekki,Ward 3 Lekki,Street 2 Ward 3 Lekki,14743856.0,40971059.43,True,Real Estate,61.18,2020-12-03
7488,Michael Stevens,65,"Programmer, applications",Kosofe,Ward 4 Kosofe,Street 9 Ward 4 Kosofe,5502076.5,9551673.36,False,Real Estate,83.5,2025-09-22
7489,Jeffrey Phelps,37,"Development worker, international aid",Ajah,Ward 3 Ajah,Street 3 Ward 3 Ajah,5209608.0,14458716.22,True,Real Estate,66.02,2023-12-12
7490,Lisa Ramos,58,Personnel officer,Ajah,Ward 4 Ajah,Street 5 Ward 4 Ajah,2295027.0,4154292.34,False,Tech,41.93,2022-07-28
7491,Nathan Garcia,55,Occupational psychologist,Agege,Ward 2 Agege,Street 9 Ward 2 Agege,3842076.0,8034094.26,True,Retail,51.28,2021-01-04
7492,Michael Shaw,68,"Solicitor, Scotland",Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,3863622.0,12575281.22,False,Manufacturing,72.44,2023-03-25
7493,Natalie Valdez,40,Dispensing optician,Agege,Ward 2 Agege,Street 4 Ward 2 Agege,260307.0,1010853.11,False,Manufacturing,83.37,2022-05-30
7494,Joseph Welch,44,Animal nutritionist,Shomolu,Ward 5 Shomolu,Street 5 Ward 5 Shomolu,1404271.5,4332767.67,False,Transport,51.98,2020-05-28
7495,Katherine James,41,Market researcher,Agege,Ward 2 Agege,Street 4 Ward 2 Agege,1189787.0,3448903.46,True,Transport,55.09,2020-05-26
7496,Ruth Gomez,22,"Psychotherapist, child",Somolu,Ward 5 Somolu,Street 7 Ward 5 Somolu,2811849.0,4510444.81,True,Retail,90.14,2024-01-10
7497,Amy King,48,Patent examiner,Badagry,Ward 3 Badagry,Street 10 Ward 3 Badagry,5842956.0,20602023.56,False,Transport,41.41,2020-09-13
7498,Kurt Jackson,59,"Designer, multimedia",Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,6327411.0,20847500.84,True,Manufacturing,96.36,2023-02-05
7499,Daniel Andrews,32,Museum/gallery curator,Badagry,Ward 1 Badagry,Street 3 Ward 1 Badagry,4526877.0,14064613.62,True,Hospitality,65.01,2025-05-02
7500,Anthony Thompson,59,Armed forces logistics/support/administrative officer,Alimosho,Ward 2 Alimosho,Street 9 Ward 2 Alimosho,4011985.0,6153359.83,True,Manufacturing,96.61,2025-12-10
7501,Eric Peterson,33,"Engineer, electrical",Mushin,Ward 2 Mushin,Street 3 Ward 2 Mushin,2942949.0,10910030.34,False,Transport,47.3,2026-01-22
7502,Sydney Rodriguez,60,Interpreter,Mushin,Ward 1 Mushin,Street 6 Ward 1 Mushin,985275.0,3512981.48,False,Transport,51.8,2025-05-26
7503,Amber Perez,63,Patent examiner,Lekki,Ward 1 Lekki,Street 9 Ward 1 Lekki,10836544.0,37561942.31,True,Tech,68.53,2020-11-15
7504,Raymond Soto,51,Futures trader,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,3545091.0,13476676.87,False,Retail,86.39,2025-04-18
7505,Sandy Nunez,25,"Doctor, general practice",Ajah,Ward 5 Ajah,Street 10 Ward 5 Ajah,307440.0,916888.7,False,Real Estate,62.98,2023-05-17
7506,Sherry Harrell,45,Operations geologist,Victoria Island,Ward 5 Victoria Island,Street 10 Ward 5 Victoria Island,6763900.0,16045684.49,True,Hospitality,47.42,2025-07-09
7507,Daniel King,62,"Pharmacist, hospital",Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,1257774.0,2908776.07,False,Transport,81.4,2025-05-16
7508,Jessica Hoffman,65,Banker,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 4 Ward 3 Amuwo-Odofin,2380041.0,4548387.08,False,Real Estate,74.16,2020-11-25
7509,David James,25,"Horticulturist, amenity",Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 7 Ward 4 Amuwo-Odofin,5942658.0,22372128.37,False,Tech,81.14,2022-09-15
7510,Jose Mcdonald,28,Contractor,Epe,Ward 5 Epe,Street 2 Ward 5 Epe,6562248.0,25708239.18,False,Manufacturing,77.69,2025-07-31
7511,Elizabeth Rivera MD,57,Amenity horticulturist,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,3387709.5,8880768.07,True,Hospitality,86.15,2022-04-19
7512,Cynthia Howard,62,Airline pilot,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,2492602.0,6214490.76,True,Real Estate,63.1,2021-08-18
7513,Richard Neal,62,Herbalist,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,6363942.0,25311892.77,True,Transport,95.8,2023-10-25
7514,Edward Nelson,50,Planning and development surveyor,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,5654860.5,18522561.58,False,Retail,60.26,2020-07-03
7515,Ivan Larson,63,"Administrator, local government",Badagry,Ward 2 Badagry,Street 9 Ward 2 Badagry,5308972.5,20908644.54,True,Transport,64.88,2024-11-09
7516,Curtis Smith,25,"Engineer, maintenance (IT)",Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,3836941.5,7484896.79,True,Tech,80.87,2023-11-18
